,norse_poems,norse_poems_no_italics,name,abbreviation,volume,author
789,"Vast, Ôleifs sonr, austan 
eflðr á vatn it skeflða. ","Vast, Ôleifs sonr, austan 
eflðr á vatn it skeflða. ",Magnússflokkr,ÞjóðA Magnfl 1<sup>II</sup>,2,Þjóðólfr Arnórsson 
790,"Út rétt, allvaldr, skjóta 
— ekin dúðisk rô — snekkju, 
en þrítøgt skip þrautar 
þann tíð í haf skríða. 
Vægðit vendi sveigðum 
veðr ótt of þér, dróttinn; 
hlóðu hirðmenn prúðir 
húnskript í Sigtúnum. ","Út rétt, allvaldr, skjóta 
— ekin dúðisk rô — snekkju, 
en þrítøgt skip þrautar 
þann tíð í haf skríða. 
Vægðit vendi sveigðum 
veðr ótt of þér, dróttinn; 
hlóðu hirðmenn prúðir 
húnskript í Sigtúnum. ",Magnússflokkr,ÞjóðA Magnfl 2<sup>II</sup>,2,Þjóðólfr Arnórsson 
791,"Aur spornuðuð, arnar 
ilrjóðr, af Svíþjóðu; 
herr fylgði þér, harri, 
hraustr í Nóreg austan. 
Flýði Sveinn enn síðan 
sannráðinn frá láði; 
erlendis frák undan 
Alfífu son drífa. ","Aur spornuðuð, arnar 
ilrjóðr, af Svíþjóðu; 
herr fylgði þér, harri, 
hraustr í Nóreg austan. 
Flýði Sveinn enn síðan 
sannráðinn frá láði; 
erlendis frák undan 
Alfífu son drífa. ",Magnússflokkr,ÞjóðA Magnfl 3<sup>II</sup>,2,Þjóðólfr Arnórsson 
792,"Djarft neyttir þú, dróttinn 
dolgstrangr, skipa langra, 
af þvít ýtar hǫfðu 
austr sjau tøgu flausta. 
Suðr gnauðuðu súðir; 
segl hýnd við stag rýndu; 
vík skar vandlangt eiki; 
Visundr hneigði þrǫm sveigðan. ","Djarft neyttir þú, dróttinn 
dolgstrangr, skipa langra, 
af þvít ýtar hǫfðu 
austr sjau tøgu flausta. 
Suðr gnauðuðu súðir; 
segl hýnd við stag rýndu; 
vík skar vandlangt eiki; 
Visundr hneigði þrǫm sveigðan. ",Magnússflokkr,ÞjóðA Magnfl 4<sup>II</sup>,2,Þjóðólfr Arnórsson 
793,"Sjalfr vas austr við Elfi 
Ulfs mǫgr ok hét fǫgru; 
þar réð Sveinn at sverja 
sínar hendr at skríni. 
Réð Ôleifs sonr eiðum, 
— átt hafa þeira sáttir 
skemmra aldr an skyldi — 
Skônunga gramr, hônum. ","Sjalfr vas austr við Elfi 
Ulfs mǫgr ok hét fǫgru; 
þar réð Sveinn at sverja 
sínar hendr at skríni. 
Réð Ôleifs sonr eiðum, 
— átt hafa þeira sáttir 
skemmra aldr an skyldi — 
Skônunga gramr, hônum. ",Magnússflokkr,ÞjóðA Magnfl 5<sup>II</sup>,2,Þjóðólfr Arnórsson 
794,"Minn vá sigr fyr sunnan 
snjallr Heiðabý spjalli; 
nær frák skarpa skœru 
Skotborgarô gotna. 
Unði ótal Vinða 
Ellu konr at fella; 
hvar hafi gumnar gǫrva 
geirhríð fregit meiri? ","Minn vá sigr fyr sunnan 
snjallr Heiðabý spjalli; 
nær frák skarpa skœru 
Skotborgarô gotna. 
Unði ótal Vinða 
Ellu konr at fella; 
hvar hafi gumnar gǫrva 
geirhríð fregit meiri? ",Magnússflokkr,ÞjóðA Magnfl 6<sup>II</sup>,2,Þjóðólfr Arnórsson 
795,"Hykk í hundraðs flokki 
Haralds bróðurson stóðu 
— hrafn vissi sér hvassast 
hungrbann — framast manna. 
Vítt lá Vinða flótti; 
varð, þars Magnús barðisk, 
hǫggvinn valr at hylja 
heiði rastar breiða. ","Hykk í hundraðs flokki 
Haralds bróðurson stóðu 
— hrafn vissi sér hvassast 
hungrbann — framast manna. 
Vítt lá Vinða flótti; 
varð, þars Magnús barðisk, 
hǫggvinn valr at hylja 
heiði rastar breiða. ",Magnússflokkr,ÞjóðA Magnfl 7<sup>II</sup>,2,Þjóðólfr Arnórsson 
796,"Lǫgðu (grœðis glóða) 
gramr ok jarl fyr skǫmmu 
(þar kom bitr á bǫrva 
brandleikr) saman randir, 
svát manþinga munðut 
merkjendr Heðins serkjar 
— herr náði gný gørva 
geirs — orrostu meiri. ","Lǫgðu (grœðis glóða) 
gramr ok jarl fyr skǫmmu 
(þar kom bitr á bǫrva 
brandleikr) saman randir, 
svát manþinga munðut 
merkjendr Heðins serkjar 
— herr náði gný gørva 
geirs — orrostu meiri. ",Magnússflokkr,ÞjóðA Magnfl 8<sup>II</sup>,2,Þjóðólfr Arnórsson 
797,"Skotit frák skeptiflettum 
skjótt ok mǫrgu spjóti, 
— brôð fekk hrafn — þars hôðum 
hjaldr, á breiða skjǫldu. 
Neyttu mest sem môttu 
menn at vápna sennu, 
baugs en barðir lôgu 
bǫrvar, grjóts ok ǫrva. ","Skotit frák skeptiflettum 
skjótt ok mǫrgu spjóti, 
— brôð fekk hrafn — þars hôðum 
hjaldr, á breiða skjǫldu. 
Neyttu mest sem môttu 
menn at vápna sennu, 
baugs en barðir lôgu 
bǫrvar, grjóts ok ǫrva. ",Magnússflokkr,ÞjóðA Magnfl 9<sup>II</sup>,2,Þjóðólfr Arnórsson 
798,"Bôru bǫslar fleiri 
bogmenn at hǫr tognum; 
mundit þann dag Þrœndi 
þreyta fyrr at skeytum. 
Svá þykkt flugu síðan 
snœridǫrr of skœru 
— ótt vas ǫrdrif látit — 
illa sátt á milli. ","Bôru bǫslar fleiri 
bogmenn at hǫr tognum; 
mundit þann dag Þrœndi 
þreyta fyrr at skeytum. 
Svá þykkt flugu síðan 
snœridǫrr of skœru 
— ótt vas ǫrdrif látit — 
illa sátt á milli. ",Magnússflokkr,ÞjóðA Magnfl 10<sup>II</sup>,2,Þjóðólfr Arnórsson 
799,"Mjǫk bað Magnús rekka 
mannr rǫskliga annan 
— hǫrð þrifusk boð, þars bǫrðusk — 
bǫðský framar knýja. ","Mjǫk bað Magnús rekka 
mannr rǫskliga annan 
— hǫrð þrifusk boð, þars bǫrðusk — 
bǫðský framar knýja. ",Magnússflokkr,ÞjóðA Magnfl 11<sup>II</sup>,2,Þjóðólfr Arnórsson 
800,"Vǫrðr gekk meir at morði 
Magnús kjalar vagna 
— þat vas frægt — í fagran 
framstafn varar Hrafni. 
Gerðum þar, svát þverrði, 
þengill, en óx fengi, 
— skeiðr nam herr at hrjóða — 
húskarla lið jarli.","Vǫrðr gekk meir at morði 
Magnús kjalar vagna 
— þat vas frægt — í fagran 
framstafn varar Hrafni. 
Gerðum þar, svát þverrði, 
þengill, en óx fengi, 
— skeiðr nam herr at hrjóða — 
húskarla lið jarli.",Magnússflokkr,ÞjóðA Magnfl 12<sup>II</sup>,2,Þjóðólfr Arnórsson 
801,"Áðr svanfoldar seldi 
sólrýrandi inn dýri 
— jarls lá ferð á ferli — 
fjǫrgrið stǫfum hjǫrva. ","Áðr svanfoldar seldi 
sólrýrandi inn dýri 
— jarls lá ferð á ferli — 
fjǫrgrið stǫfum hjǫrva. ",Magnússflokkr,ÞjóðA Magnfl 13<sup>II</sup>,2,Þjóðólfr Arnórsson 
802,"Rǫmm vas hildr, sús Hramma 
harðéls viðir bǫrðusk, 
— herr gekk snart at snerru — 
sunnudags of unnin. 
Flaut, þás feigir létu 
fjǫr gnýstafir hjǫrva, 
— þjóð sǫkk niðr at nauðum — 
nár á hverri bôru. ","Rǫmm vas hildr, sús Hramma 
harðéls viðir bǫrðusk, 
— herr gekk snart at snerru — 
sunnudags of unnin. 
Flaut, þás feigir létu 
fjǫr gnýstafir hjǫrva, 
— þjóð sǫkk niðr at nauðum — 
nár á hverri bôru. ",Magnússflokkr,ÞjóðA Magnfl 14<sup>II</sup>,2,Þjóðólfr Arnórsson 
803,"Náði jarl at eyða 
jǫfra setr á vetri; 
lézt eigi þú lítla 
landvǫrn af þér standa. 
Máttir, Magnús, hætta, 
mildr, í folk und skildi; 
nefa Knúts vas þá nýtum 
nær sem ráðinn væri. ","Náði jarl at eyða 
jǫfra setr á vetri; 
lézt eigi þú lítla 
landvǫrn af þér standa. 
Máttir, Magnús, hætta, 
mildr, í folk und skildi; 
nefa Knúts vas þá nýtum 
nær sem ráðinn væri. ",Magnússflokkr,ÞjóðA Magnfl 15<sup>II</sup>,2,Þjóðólfr Arnórsson 
804,"Rǫnn lézt, ræsir Þrœnda, 
— reiðr þorðir bú meiða — 
(hús namt hvert ok eisu) 
hyrfeld (gefa eldi). 
Grôu vildir þú gjalda, 
gœðinga vinr, skœðar 
— ǫrt renndu þeir undan — 
jarls fylgjurum dylgjur. ","Rǫnn lézt, ræsir Þrœnda, 
— reiðr þorðir bú meiða — 
(hús namt hvert ok eisu) 
hyrfeld (gefa eldi). 
Grôu vildir þú gjalda, 
gœðinga vinr, skœðar 
— ǫrt renndu þeir undan — 
jarls fylgjurum dylgjur. ",Magnússflokkr,ÞjóðA Magnfl 16<sup>II</sup>,2,Þjóðólfr Arnórsson 
805,"Hizig laut, es heitir 
Helganes, fyr kesjum 
(sukku sárir rekkar) 
Sveins ferð (bana verðir). 
Mætr helt mǫrgu spjóti 
Mœra gramr í snœri; 
odd rauð aski studdan 
ǫrr landreki dǫrrum. ","Hizig laut, es heitir 
Helganes, fyr kesjum 
(sukku sárir rekkar) 
Sveins ferð (bana verðir). 
Mætr helt mǫrgu spjóti 
Mœra gramr í snœri; 
odd rauð aski studdan 
ǫrr landreki dǫrrum. ",Magnússflokkr,ÞjóðA Magnfl 17<sup>II</sup>,2,Þjóðólfr Arnórsson 
806,"Flýði jarl af auðu 
ótvínn skipi sínu 
morð, þars Magnús gerði 
meinfœrt þaðan Sveini. 
Réð herkonungr hrjóða 
hneitis egg í sveita; 
sprændi blóð á brýndan 
brand; vá gramr til landa. ","Flýði jarl af auðu 
ótvínn skipi sínu 
morð, þars Magnús gerði 
meinfœrt þaðan Sveini. 
Réð herkonungr hrjóða 
hneitis egg í sveita; 
sprændi blóð á brýndan 
brand; vá gramr til landa. ",Magnússflokkr,ÞjóðA Magnfl 18<sup>II</sup>,2,Þjóðólfr Arnórsson 
807,"Háðisk heilli góðu 
hildr, sem Magnús vildi; 
selr of sigr at þylja 
sóknstœrir mér fœri. 
Brand rauð buðlungr Þrœnda; 
berr íðula síðan 
hann ept hervíg þrennin 
hæra skjǫld at gjǫldum. ","Háðisk heilli góðu 
hildr, sem Magnús vildi; 
selr of sigr at þylja 
sóknstœrir mér fœri. 
Brand rauð buðlungr Þrœnda; 
berr íðula síðan 
hann ept hervíg þrennin 
hæra skjǫld at gjǫldum. ",Magnússflokkr,ÞjóðA Magnfl 19<sup>II</sup>,2,Þjóðólfr Arnórsson 
808,"Hrauð Ôleifs mǫgr áðan 
— jǫfurr vá sigr — ins digra 
(fregnat slíkt ór Sogni) 
sjau skip (konur hnipnar). ","Hrauð Ôleifs mǫgr áðan 
— jǫfurr vá sigr — ins digra 
(fregnat slíkt ór Sogni) 
sjau skip (konur hnipnar). ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 1<sup>II</sup>,2,Þjóðólfr Arnórsson 
809,"Misst hafa Sveins at sýnu, 
sverð-Gautr, fǫrunautar 
(hǫrð es heldr of orðin) 
heimkvômu (fǫr beima). 
Hrœrir hausa þeira 
hreggi œst ok leggi 
— sær þýtr auðs of ôrum — 
unnr á sanda grunni. ","Misst hafa Sveins at sýnu, 
sverð-Gautr, fǫrunautar 
(hǫrð es heldr of orðin) 
heimkvômu (fǫr beima). 
Hrœrir hausa þeira 
hreggi œst ok leggi 
— sær þýtr auðs of ôrum — 
unnr á sanda grunni. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 2<sup>II</sup>,2,Þjóðólfr Arnórsson 
810,"Gær sák grjóti stóru 
— gein hauss fyrir — steini 
— fóra fylking þeira 
fast — harðliga kastat. 
Ofan keyrðum vér — orðum 
jǫrð muna Sveinn of varða — 
(staðar hefr stafn í miðju) 
strandhǫgg (numit landi). ","Gær sák grjóti stóru 
— gein hauss fyrir — steini 
— fóra fylking þeira 
fast — harðliga kastat. 
Ofan keyrðum vér — orðum 
jǫrð muna Sveinn of varða — 
(staðar hefr stafn í miðju) 
strandhǫgg (numit landi). ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 3<sup>II</sup>,2,Þjóðólfr Arnórsson 
811,"Spurði einu orði 
— ǫld blóðroðna skjǫldu, 
satts, at svá mǫrg átti — 
Selunds mær, hverr vé bæri. 
Auðtróðu varð auðit 
yfir of skóg at spróga; 
títt bar týmargr flótti 
til Hringstaða iljar. ","Spurði einu orði 
— ǫld blóðroðna skjǫldu, 
satts, at svá mǫrg átti — 
Selunds mær, hverr vé bæri. 
Auðtróðu varð auðit 
yfir of skóg at spróga; 
títt bar týmargr flótti 
til Hringstaða iljar. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 4<sup>II</sup>,2,Þjóðólfr Arnórsson 
812,"Saurstokkinn bar svíra 
snarr Skônunga harri; 
undrs, nema allvaldr Lundar 
aldrprúðr fyrir haldi. 
Gær flugu mold ok mýrar 
(merki jarls ins sterkja 
slóð drap framm at flóði) 
flaugardǫrr (of hauga). ","Saurstokkinn bar svíra 
snarr Skônunga harri; 
undrs, nema allvaldr Lundar 
aldrprúðr fyrir haldi. 
Gær flugu mold ok mýrar 
(merki jarls ins sterkja 
slóð drap framm at flóði) 
flaugardǫrr (of hauga). ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 5<sup>II</sup>,2,Þjóðólfr Arnórsson 
813,"Hrindr af hróka landi 
hregg af eikiveggjum 
— sunnr leikr eldr of unninn 
óðr — í lopt upp glóðum. 
Bœr logar hǫlfu hæra 
hjónum nær á Fjóni; 
ræfr þola nauð ok næfrar; 
Norðmenn sali brenna. ","Hrindr af hróka landi 
hregg af eikiveggjum 
— sunnr leikr eldr of unninn 
óðr — í lopt upp glóðum. 
Bœr logar hǫlfu hæra 
hjónum nær á Fjóni; 
ræfr þola nauð ok næfrar; 
Norðmenn sali brenna. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 6<sup>II</sup>,2,Þjóðólfr Arnórsson 
814,"Menn eigu þess minnask 
manna Sveins at kanna, 
víga Freyr, sízt vôru, 
vef-Gefn, þríar stefnur. 
Vôn es fagrs á Fjóni 
fljóðs; dugir vôpn at rjóða; 
verum með fylkðu folki 
framm í vápna glammi. ","Menn eigu þess minnask 
manna Sveins at kanna, 
víga Freyr, sízt vôru, 
vef-Gefn, þríar stefnur. 
Vôn es fagrs á Fjóni 
fljóðs; dugir vôpn at rjóða; 
verum með fylkðu folki 
framm í vápna glammi. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 7<sup>II</sup>,2,Þjóðólfr Arnórsson 
815,"Skjǫld bark heim frá hjaldri 
— hlauzk mér til þess — gauzkan 
— ramr vas suðr á sumri 
sverðdynr — ok þó brynju. 
Vôpn gatk fríð, en fljóði 
fyrr sagðak þat kyrru; 
þar fekk’k hjalm, es hilmir 
harðfengr Dani barði. ","Skjǫld bark heim frá hjaldri 
— hlauzk mér til þess — gauzkan 
— ramr vas suðr á sumri 
sverðdynr — ok þó brynju. 
Vôpn gatk fríð, en fljóði 
fyrr sagðak þat kyrru; 
þar fekk’k hjalm, es hilmir 
harðfengr Dani barði. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 8<sup>II</sup>,2,Þjóðólfr Arnórsson 
816,"Bauð Ôleifs sonr áðan 
upp á land at standa; 
gekk með manndýrð mikla 
Magnús reiðr af skeiðum. 
Snarr bað hilmir herja 
— hérs skark — í Danmǫrku; 
fleygir hvasst of hauga 
hestr of Skáney vestan. ","Bauð Ôleifs sonr áðan 
upp á land at standa; 
gekk með manndýrð mikla 
Magnús reiðr af skeiðum. 
Snarr bað hilmir herja 
— hérs skark — í Danmǫrku; 
fleygir hvasst of hauga 
hestr of Skáney vestan. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 9<sup>II</sup>,2,Þjóðólfr Arnórsson 
817,"Nú taka Norðmenn knýja 
— nær gǫngum vér stǫngum — 
(berkak) Magnúss merki 
(minn skjǫld á hlið sjaldan). 
Skýtra skeifum fœti 
Skáney yfir sláni 
— fár vegr es mér fegri 
fundinn — suðr til Lundar. ","Nú taka Norðmenn knýja 
— nær gǫngum vér stǫngum — 
(berkak) Magnúss merki 
(minn skjǫld á hlið sjaldan). 
Skýtra skeifum fœti 
Skáney yfir sláni 
— fár vegr es mér fegri 
fundinn — suðr til Lundar. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 10<sup>II</sup>,2,Þjóðólfr Arnórsson 
818,"Bôrum jôrn at œrnu 
ískǫld á lið vísa; 
skjótt ríða nú skreyttar 
Skônunga lokvánir. 
Rauðr leikr of bœ breiðum 
bráðr at óru ráði 
eldr, en ernir valda 
atblásendr því vási. ","Bôrum jôrn at œrnu 
ískǫld á lið vísa; 
skjótt ríða nú skreyttar 
Skônunga lokvánir. 
Rauðr leikr of bœ breiðum 
bráðr at óru ráði 
eldr, en ernir valda 
atblásendr því vási. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 11<sup>II</sup>,2,Þjóðólfr Arnórsson 
819,"Svíðr of seggja búðir 
— siklingr í her miklum 
eyðir byggð sem bráðast — 
bjartr eldr Danaveldi. 
Móðr berr halr of heiði 
halds Danmarkar skjǫldu; 
vér hlutum sigr, en sárir 
Sveins menn fyrir renna. ","Svíðr of seggja búðir 
— siklingr í her miklum 
eyðir byggð sem bráðast — 
bjartr eldr Danaveldi. 
Móðr berr halr of heiði 
halds Danmarkar skjǫldu; 
vér hlutum sigr, en sárir 
Sveins menn fyrir renna. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 12<sup>II</sup>,2,Þjóðólfr Arnórsson 
820,"Fjǫrð lét fylkir verða 
forntraddan mó spornat 
(leynumk lítt) á Fjóni 
(liðs skjǫldunga á miðli). 
Muna fyr Magnús synja 
menn Sveins, þeirs nú renna, 
— upp fara mǫrg í morgin 
merki — stórra verka. ","Fjǫrð lét fylkir verða 
forntraddan mó spornat 
(leynumk lítt) á Fjóni 
(liðs skjǫldunga á miðli). 
Muna fyr Magnús synja 
menn Sveins, þeirs nú renna, 
— upp fara mǫrg í morgin 
merki — stórra verka. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 13<sup>II</sup>,2,Þjóðólfr Arnórsson 
821,"Ek hef ekki at drekka 
annars nema sjá þenna, 
— sýgk ór sǫltum ægi 
sylg — es jǫfri fylgik. 
Liggr fyr oss, en uggum 
alllítt Svía, kǫllum, 
— drýgt hǫfum vás fyr vísa — 
víð Skáneyrar síða. ","Ek hef ekki at drekka 
annars nema sjá þenna, 
— sýgk ór sǫltum ægi 
sylg — es jǫfri fylgik. 
Liggr fyr oss, en uggum 
alllítt Svía, kǫllum, 
— drýgt hǫfum vás fyr vísa — 
víð Skáneyrar síða. ",Stanzas about Magnús Óláfsson in Danaveldi,ÞjóðA Magn 14<sup>II</sup>,2,Þjóðólfr Arnórsson 
822,"Eitt hǫfðusk at, 
Eilífr þars sat, 
hǫfðingjar tveir; 
hamalt fylkðu þeir. 
Austr-Vinðum ók 
í ǫngvan krók; 
vasa Læsum léttr 
liðsmanna réttr. ","Eitt hǫfðusk at, 
Eilífr þars sat, 
hǫfðingjar tveir; 
hamalt fylkðu þeir. 
Austr-Vinðum ók 
í ǫngvan krók; 
vasa Læsum léttr 
liðsmanna réttr. ",Runhent poem about Haraldr,ÞjóðA Run 1<sup>II</sup>,2,Þjóðólfr Arnórsson 
823,"Eykr Ôleifs feðr 
Járnsǫxu veðr 
harðræði hvert, 
svát hróðrs es vert. ","Eykr Ôleifs feðr 
Járnsǫxu veðr 
harðræði hvert, 
svát hróðrs es vert. ",Runhent poem about Haraldr,ÞjóðA Run 2<sup>II</sup>,2,Þjóðólfr Arnórsson 
824,"Jarizleifr of sá, 
hvert jǫfri brá; 
hófsk hlýri frams 
ins helga grams. ","Jarizleifr of sá, 
hvert jǫfri brá; 
hófsk hlýri frams 
ins helga grams. ",Runhent poem about Haraldr,ÞjóðA Run 3<sup>II</sup>,2,Þjóðólfr Arnórsson 
825,"Andaðr es sá, 
es of alla brá, 
haukstalda konr 
Haralds bróðursonr. ","Andaðr es sá, 
es of alla brá, 
haukstalda konr 
Haralds bróðursonr. ",Runhent poem about Haraldr,ÞjóðA Run 4<sup>II</sup>,2,Þjóðólfr Arnórsson 
826,"Hvasst frák Haugi it næsta 
hlífél á gram drífa, 
en Bolgara brennir 
brœðr sínum vel tœði. 
Skilðisk hann, ok hulði 
hjalmsetr gamall vetra 
tyggi tolf ok þriggja, 
trauðr við Ôleif dauðan. ","Hvasst frák Haugi it næsta 
hlífél á gram drífa, 
en Bolgara brennir 
brœðr sínum vel tœði. 
Skilðisk hann, ok hulði 
hjalmsetr gamall vetra 
tyggi tolf ok þriggja, 
trauðr við Ôleif dauðan. ",Sexstefja,ÞjóðA Sex 1<sup>II</sup>,2,Þjóðólfr Arnórsson 
827,"Tøgu má tekna segja 
(tandrauðs) á Serklandi 
(ungr hætti sér) átta 
(ormtorgs hǫtuðr) borga, 
áðr herskorðuðr harðan 
Hildar leik und skildi 
Serkjum hættr í sléttri 
Sikileyju gekk heyja. ","Tøgu má tekna segja 
(tandrauðs) á Serklandi 
(ungr hætti sér) átta 
(ormtorgs hǫtuðr) borga, 
áðr herskorðuðr harðan 
Hildar leik und skildi 
Serkjum hættr í sléttri 
Sikileyju gekk heyja. ",Sexstefja,ÞjóðA Sex 2<sup>II</sup>,2,Þjóðólfr Arnórsson 
828,"Dolgljóss, hefir dási 
darrlatr staðit fjarri 
endr, þás elju Rindar 
ómynda tók skyndir. 
Vasat Afríka jǫfri 
Ánars mey fyr hônum 
haglfaldinni at halda 
hlýðisamt né lýðum. ","Dolgljóss, hefir dási 
darrlatr staðit fjarri 
endr, þás elju Rindar 
ómynda tók skyndir. 
Vasat Afríka jǫfri 
Ánars mey fyr hônum 
haglfaldinni at halda 
hlýðisamt né lýðum. ",Sexstefja,ÞjóðA Sex 3<sup>II</sup>,2,Þjóðólfr Arnórsson 
